,text,type
16217,студию . ,0
11952,Супер качество ,3
15749,Отражать ежедневный заработок,1
11753,НАШИ ХОТЬ ЧТО ТО МОГУТ СДЕЛАТЬ.,3
847,Время,0
11191,Переход российских блогеров на рутуб.,2
282,меньше условий,1
11483,Все,0
4741,Супер,3
8093,Нет упорядоченности по датам ,1
6385,Все полностью . иногда захожу и вижу что живут на распиле госбюджета,0
2482,"Очень быстро и качественно, спасибо",3
3825,Всё,0
13514,"Сайт
",0
1012,👍,3
1809,Всё понравилось и устраивает.Спасибо,3
4293,скорость,0
10562,"Вы реагируете на жалобы о спамерах? 𝘊𝘭𝘰𝘯𝘦 𝘋𝘳𝘪𝘷𝘦𝘳, Owen 𝘋𝘛𝘉, 𝙇𝙖𝙫𝙧𝙚𝙣𝙩𝙞𝙮 𝘿𝙏𝘽 и другие многочисленные ники с DTB, М.Хазин, Порфирий Каменев-HD. Могли бы ли вы еще добавить в список нарушений ""спам"", чтобы не нажимать на первое попавшееся нарушение? Так же могли ли бы вы облегчить процедуру написания жалобы. Пока я пишу ФИО и почту, спамер уже успевает выслать 20 сообщений. Большое спасибо и удачи!
",2
8158,Пока не знаю,2
14419,актуально,0
3980,Быстро и просто!,3
9849,Простота,3
9616,"несколько разлогинов из смарт ты, в ЛК отображается ты, но в тв необходимо сделать повторный вход, подключил тот же ты повторно, отображается два ТВ .... соответственно при логине на ТВ не сохранились предыдущие просмотры т.к. не случилась синхронизация между платформами",1
14330,люблю такие шоу,3
12469,разнообразие шоу и их качество,2
5717,"Поиск контента
",2
15193,"ужас( пока регистрировалась надо ввести свой номер телефона. Что за бред? я надеюсь что это уберут)
",1
5204,Ничего,2
6027,"Не могу найти нужное
",1
8300,альтернатива не плоха,2
7179,релеванность выдачи,3
11724,"Все новинки можно найти,качество видео, ничего не виснет ",3
15068,Говно для имбецилов.,1
4128,регистрация,0
9041,Отлично ,3
11469,"Юмор Норкина Андрея Владимировича,",0
14924,top 3 snídaně,0
10060,"Всё.  Очень плохо работает, виснет, долго грузит.  При хорошем качестве соединения! Неудобная навигация и все прочее.",1
1645,Простота и Быстрота!!! ,3
13813,Всё,0
4000,👍👍👍,3
8396,Радость,0
16141,"1) при загрузке указывать плейлист в котором будет видео.
2) ниже формировать список тегов которые распознал парсер чтоб пользователь был уверен что правильно составлено описание",1
16017,"добавить продолжение загрузки после дисконнекта, на на yotube",1
2669,"Вся информация что появится в эфире, вот это и будет нравиться. ",2
5647,"Не ищет то, что нужно",1
628,Скорость получения проверочных  кодов,2
2130,Супер ,3
10005,Не грузится видео ,1
14920,хз,2
16416,Прекрасно! Спасибо Рутюб!,3
7139,ничего не нашла,1
7486,Не нашёл что искал,1
5053,Убрать рекламу,1
7887,СКУКА,1
413,"какие права
",0
2149,Быстро,3
3531,Быстро ,3
2276,Люблю Диму Матвеева,0
6024,Все,0
13413,"меньше животных
",1
5032,Качество видео,2
12503,что реклама без звука! это очень круто!) спасибо,3
9453,Вечно просит перезайти ,1
16516,Хочется черновиков ,2
4143,Хорошо,3
7901,если не переключил раскладку должен поиск показывать нормальные запросы,1
15590,все,0
15084,где онлайн Россия 24,2
15730,"Не хватает информации по зрителям (хотя бы, пол и возрастная групп). Также я не понимаю почему на некоторых видео, у меня противоречивые показатели просмотров и уникальных зрителей (например, просмотров 100, а уникальных зрителей 300) - это как? Плюс, мне бы хотелось видеть данные, после каких видео на мой канал подписываются.",1
11502,битва экстрасенсов аххах,0
2951,Просто и быстро,3
3921,La gran variedad de videos disponibles,0
10388,Всё.,0
5029,поиск по сериям. Это же невозможно! ,1
11584,Качество видио,2
2392,Скорость и простота,3
11533,Есть всё что необходимо для просмотра!,3
8789,все,0
1646,Быстрая регистрация,3
10857,"все
",0
273,Не открывается,1
16451,все нравится,3
11135,четкость визображении,2
15480,поттормаживает стримы,1
1129,Быстро! Всё супер ,3
473,"Май ру  почту  введите.  А то ВКонтакте есть, а  через  Майл Ру  нет",1
14713,Все четко,3
4004,Очень оперативно. ,3
6320,"Я хочу фильм, а мне предлагается только трейлер.",1
12319,африка,0
11729,Развитие всего rutube за 1-1.5 года . ,2
3612,Быстро ,3
5041,Рекомендации,0
1255,sdelaite tak shtoby potpischikof bylaby bolshe!!!,0
2963,A very beautiful video. I enjoyed watching it very much. I am very grateful to the makers,0
5690,Где rag days 7?,2
3315,Bonjour ,0
6946,"Ничего, бесите",1
10058,Гавнище,1
7431,качество интернета,2
6112,"одна война
",1
6695,хуйня какая то,1
4955,Очень прекрасно,3
11677,"быстрота поиска
",3
9312,"тормоза, плеер",1
6648,ничего никогда с первого раза не нахожу,1
10500,"Всё. Главное, убрать рекламу и куки. И навязывание себя",1
11599,все гуд,3
3342,Ok!,2
8353,"Очень хорошшо
",3
10740,"Абсолютно всё, начиная с поиска",2
10862,качество видео падает после перехода на другую вкладку. Сам сайт работает не стабильно. Зачастую лагает,1
1276,окей,2
688,"Прикольный и хороший сайт))
",3
3440,Быстро,3
1889,только начала пользоваться,2
3349,Быстрота,3
549,Прохор😁 это отдельный вид искусства😅😊 Оскар Кучера вы молодец 🤗 с самого начала Я за вас👍 Карина Кокс умничка самая адекватная 💖 ,0
2822,Просто спс,3
10118,о,0
15232,регистрация,0
7670,Норм,2
14885,Фильмы,0
10405,"МНОГО рекламы, мало контента, нет алгоритмов авто подбора роликов",1
5108,Всё отлично!,3
5815,!,0
15740,Врет,0
1231,Хорошо ,3
6882,поиск сериалов,2
2750,Спасибо,3
3163,"письмо не приходит на почту,смс приходит",1
16152,очень часто происходит ошибка загрузок,1
6267,Плохо грузиться ,1
8859,Кампот я Катя я тебя абажаю я в 1классе,0
6753,Непонятно ,2
2467,Класс!,3
11879,"Дизайн
",0
707,Зачем вам данные такие ?,2
9241,"Не видно.доход,за сутки и за месяц,и сама монетизация,не впичетляет,на яндекс дзене,вывод с 1рубля,но тут же моно было бы хотя бы сделать вывод с 1000р это касается стримеров,у нас и так самая ниша,вы еще,делайте,хуже,нам.",1
13945,Не интересуюсь.,1
1896,👍,3
4695,без проблем,3
14511,лаконично ,3
2057,Быстро и нет лишних действий. ,3
11025,уменьшить количество реклам,1
9547,Не работает на телевизоре,1
11192,поисковик ,0
13282,Ну наконец-то – а я когда-то получил специальность автоматизации производства и проходил практику где делали кремневые кристаллы для процессоров в подольске,0
12110,"Норм
",2
311, Ускорить получение кода на почту,1
5083,Не чего,2
6852,Достичь уровня ютуба,1
15615,КРУТОЙ ,3
9289,100,0
12472,"Всё афигенное приложение но жаль что в полноикранном режиме нельзя сидеть
",3
6939,"не те видео да и ещо старые
",1
10318,контент при перемотке подвисает!!!,1
12919,"нет зрителей и донатов
",1
13296,"Интересный контент, простая навигация. ",3
10397,ничего,2
8372,Все,0
289,"Nice
",0
15658,всё под рукой-удобно,3
14386,эксперт,0
13931,"Да у вас дерьмо, а не алгоритм. Если у меня новостной выпуск на два часа, где в заголовку среди прочего написано ""Шарлот извинился"" - то на хуй мне теперь предлагают видео с педерастом шарлотом? ",1
13893,"Почему я что не могу посмотреть? Раздражает очень сильно
",1
11232,Решите проблему авторизации на некоторых устройствах.,1
12309,Мало рекламы,3
982,Размер шрифта,2
729,Класс,3
6673,Все,0
16051,где охваты?,2
7300,Навязчивость,0
1848,Ок,2
11318,"Воспроизведение следующего видео
",2
13881,Это не из  моих интересов.,1
15365,"ждрдрдтд
ретджебед
эьтръ
пт",0
2768,Норм,2
13350,возможно не все детали раскрыты,2
13955,kjudtb,0
4674,быстро!,3
10169,ВСЁ,0
1589,Все хорошо),3
14846,Отличный фильм прям класс...,3
157,"долго приходит код подтверждения
",1
5793,а что за пц какой-то один пропутинский? ,2
14005,"пусть эти "" герои"" геройствуют без меня",0
13550,"С лёгкостью нахожу, что меня интересует. Благодарность !  Успехов.    Работайте    для нас и себе на пользу)",3
5451,Убрать рекламму,1
874,нормально,2
4299,быстро,3
9161,"Сделайте нормальные Шортсы. Другие видосы я смотрю на Рутубе тех что выгнали с Ютуба, у вас круче чем ВК, но эти Шортсы убогие - ни свои закачать, ни посмотреть",1
12332,Классно ,3
8255,Всё!!! ,0
13059,Крутое приложение ещё бы лучше было что бы весь Ютуб перешёл сюда (но вам это не подсилом😅,3
4905,"Понятно, доступно, легко",3
14547,Доступность и простота,3
2536,Очень быстро и удобно,3
8029,Неудобно,1
15056,свежих нет одно старьё,1
7897,"Возможность упорядочить результаты поиска по дате, продолжительности, или из результатов одного поиска исключить нежелательные результаты другого сделали бы поиск лучше.  Хоть какой-то поиск - уже лучше, чем никакого. ",1
2400,"Позитивная атмосфера, приятный голос радиоведущей, ",0
463,I don’t know ,0
9069,"Пока все





.Светлана Миронова",0
15231,"Нет возможности задать порядок воспроизведения, каждое видео.",1
13444,КОТ ,0
5444,Нет видео,1
11228,улучшите комментарии! ,1
12484,все качество и видео,3
6387,Улучшить нужно все! ,1
1375,Не знаю еще,2
3014,быстро,3
5370,всякую хуйню выкладывают,1
3460,очень легко,3
14108,Всё хорошо ,3
8893,"Всё, мои дорогие!!! И команда в Лиге супер 😍",3
13634,ГАЗА,0
13639,migliorare,0
10518,"фильтр поиска. Как общий, так и на канале.",2
4575,Быстро ,3
15866,просто надо взять все лучшее с других видиохостингов ютюб например.,1
2035,Легкодоступность,3
8334,Удобно искать ! ВСё по жанрам !,3
9343,Спорт,0
11149,"Рекомендации видео в зависимости от интересов, просмотров и оценок",2
10882,Где ртр,2
10996,программа в сопровождение  к каждому ТВ каналу,2
8043,разнообразие каналов,2
9038,Влад. Сними секс,0
13884,"нет кнопки  "" не показывать никогда "" и ""послать автора "" ,очень нужные кнопки которых нет ",1
8828,Качество ,0
8490,все окей отлично,2
6293,Трудно найти что-то нужное.,1
14589,🥰,0
12324,разнообразные советы,2
9599,Постоянно выходит с других устройств.  ,1
5572,Размещать фильмы ,2
16425,рутуб,0
13635,Правдивость ,0
4226,Лёгкость и быстрота,3
14968,юмор,0
2431,"Всё хорошо, быстро ",3
13577,КРАТКОСТЬ-СЕСТРА ТАЛАНТА!,0
13899,не интересно,1
6983,Реклама на рекламе гавно ваш са,1
2863,абсолютли всё,0
13761,Cлишком однотипно! Рекомендуется ТОЛЬКО одна и та же тема. Нужно намного разбавлять!,1
16135,чот долго,1
16099,запланированное видео выходит сразу а не по плану,1
15387,Хочу увидеть последний файл в подписке. Не могу найти,1
9833,Круто ,3
6092,"Всё улучшать, так как результаты поиска полностью ему не соответствуют.",1
6295,"мозги
",0
105,Не грузятся видео ,1
14354,всё понравилось,3
294,Не загружаются видео,1
16464,скорость ,0
1009,Оставайтесь людьми),0
642,Всё отлично ,3
3575,Все просто,3
14147,Убрать рекламу!,1
9605,не открываются ссылки,1
15450,не похоже на ютуб и темный дизайн в дефолте не о чём,1
10332,Сделать как Ютуб 1 к 1-му. ,1
13987,Много рекламы,1
6165,Нет точного совпадения,1
1908,Просто,3
13817,5рекламв,0
10613,Убрать всю рекламу,1
13966,Да,0
15851,мало информации,1
6586,Все,0
4878,Быстрота регистрации.,3
9139,"Отклоняют видео просто так, без объяснений. Причем этот же ролик на ютуб залил без проблем, а с рутюб проблемы. ",1
6996,Порядок ,0
11788,пока знакомлюсь,2
9028,Супер!,3
11028,"Интерфейс, мало контента",1
15132,Нет возможности удалять отдельные видео из истории просмотра.,1
9589,"Не могу подключить смарт ТВ. Пишет, что введённый с экрана телевизора код неверный",1
2419,Скорость,0
4117,скорость,0
7054,Не находит выпуск,1
3467,Быстрый доступ,3
13201,простота,3
2790,класс,3
2656,"gg
",0
434,норм,2
5941,"ДНК

",0
16593,количество просмотров увеличивается по факту! в Режиме онлайн!,2
8942,звук при рекламе,2
11335,Очень хороший сайт!!!!!!! ,3
13706,Нет бесплатного просмотра всех сезонов,1
4020,Норм,2
7270,нет экстрасенсов ,1
2082,Просто и быстро ,3
11142,Шодг,0
2394,Быстро!!!,3
7335,"Не нашла, что искала",1
1308,Нет звука,1
11832,👍,3
2745,Ок,2
9508,"Примерно уже около недели при клике на ""Управление подписками"" в веб-версии этот раздел не открывается. Приходится открывать ссылку в новом окне, чтобы раздел открылся. Так будет теперь всегда? Или это временная поломка?",1
13979,нет всех  каналов,1
2268,всё,0
12953,главную страницу,2
12651,"Доступность, большое количество роликов, хорошее качество видео, дизайн.",3
10426,интерфейс,0
7435,Нет точный ответ ,1
2344,быстрота регистрации,3
15142,"Нет некоторых видео, которые я смотрел сегодня и хотел пересмотреть! Спасибо, уважаемый Рутуб!..♫♪",1
5382,Нет звука,1
8399,найдется все,3
16368,Скорость!,0
14051,звук ,0
4521,Ок,2
11122,перемотка на 5 секунд. в уведомлениях нельзя правой кнопкой мыши открыть вкладку,1
2880,Все просто!,3
1070,"Ок
",2
15787,всё отлично. хочется больше показов))),3
12513,Все,0
11774,Все,0
3134,Супер,3
12021,Стал лучше.,3
15831,"Нормально, только просмотров у меня нет((( и это печально...",2
7075,ГОВНО,1
16090,"время обработки,вернуть возможность сохранять название/описание до полной загрузки видео",1
7472,разместить прямой эфир канаов Россия 1 и Россия 24.,1
2942,Простой ,3
10782,качество видео,2
7861,ок,2
8669,класс,3
1657,Хорошо,3
9762,Всё,0
15790,СПАСИБО,3
12607,comedy club,0
947,Норм,2
1733,🙃,3
12483,"Качество, скорость публикации после выпуска в прямом эфире",2
12661,"Простота использования, отсутствие рекламы, хорошее качество видео ",3
3756," все интуитивно понятно, ошибок не возникло",3
16324,Очень круто только можно будет как на ютубе отправлять такие коротенькие видосики пожалуйста,3
7171,"Всё по подписке
",0
11580,Всё ,0
14640,Я квинку люблю,0
6660,"Поиск! ;О(
",0
176,Скорость,0
11160,"- Наличие рекламы в начале видео с возможностью пропуска;
- Возможность привязки нескольких каналов на один аккаунт;
- Наличие фонотеки разрешённой музыки;
- Сортировка роликов внутри плейлиста;
- Сортировка плейлистов на гл. странице;
- Больше разделов на главной странице канала (например - популярные видео);
- Наличие обложек у плейлистов;
- Наличие вкладки взаимодействия с подписчиками (проведение опросов, выкладывание новостей канала)",1
7541,Скорость,0
460,Grazie ,0
12490,ВСЁ!,0
706,Все,0
12555,что не виснет . любую передачу  можно смотреть .,3
13913,Всё ,0
12944,Изменить модерацию. Черезчур не хочет Рутуб пропускать видео с авторским правом,1
2991,Всё просто и не надо думать все могут зарегестрироватся ,3
7214,Наличие видео ,2
12920,Очень долгая загрузка видео.,1
14284,качество ,0
8499,"Все работает, спасибо :)",3
15366,норм,2
12217,Круто,3
13206,Алэйр и его музыка.,2
2710,бутерброды,0
15177,Плохая загрузка ,1
11212,всё норм.,2
1391,"Ещё не определился Нестеров. Мой. Учитель я очень рад этой встречи с ним в интернете. Спасибо,,моему наставникуЯ ровесник Победы.! ",0
3303,Простота,3
14376,"Информативность и стиль подачи.
Хороший русский язык! ",3
5445,фак,0
13169,ПОКА НРАВИТСЯ,3
15603,Главные события дня освещаются отлично.,3
10038,популярность сервиса,2
13164,Сам тут работаю.,0
8180,Поиск,0
4048,скорость,0
12132,Короткая и безшумная реклама,3
11585,Хорошее и интересное видео,3
11,все,0
15789,всё,0
6806,Результаты поиска.,2
12190,"Круто, тут показывают битву экстрасенсов. Короче топ",3
12822,Все понятно!!!,3
4568,Професор гуглов,0
708,Нормально,2
42,Качество звука. ,2
16186,Скорость модерации.,2
7095,"поиск выдает все не то
",1
14018,Ничего не работает всё платное ютуб лучше ,1
9965,Поддержку каналов и систему монетизации контента. ,2
14607,Все,0
4381,Благодарю.... ,3
11831,Контент,0
3946,отлично,3
11977,все,0
4895,"Доброе утро всем, МБДОУ 8 город Киржач",0
1431,все хорошо,3
9617,Глбчит,1
1715,😍🙏,3
6820,Не появляется клавиатура,1
13197,exellent,0
16002,ВСЕ,0
8356,всё путём !,3
1496,Все нормально,2
5359,Всё!!! ,0
10846,Показ рекламы,2
12636,"отсутствие рекламы, хороше качество, приятная озвучка, разнообразие мультсериалов",3
14289,"всё,что сдесь было",0
16107,"обЪем загружаемой памяти свыше 10гб
добавить при загрузке возможность вносить сразу видео в плейлист",1
9545,Вылетает с аккаунта ,1
8376,круто,3
2155,Ок,2
3996,Круто,3
13572,"Понравилось всё, спасибо)",3
10514,Рукожопы.,1
2823,Ок,2
10183,Качество плохое,1
10749,Цензуру! Разрешить правду о власти,2
10851,"поиск, сортировка, скорость. Все.",2
5619,"Ваш сайт продажная хуйня, где новым авторам нет ни малейшего шанса попасть хоть сука на 20 просмотров не задонатив денег, позорище блять ",1
3686,скорость,0
12382,:))))))))))))))))))),3
11669,Всё. ,0
384,"Не нужно сразу заставлять людей подписываться, человек если хочет сделает это сам и для какой цели обработка персональных данных спрашивается? Может быть я хочу быть гостем, но хочу смотреть определённый видеоматериал и без регистрации не могу сделать заметку чтобы они мне приходили. Это изначально уже отталкивает от этого ресурса давно пора перейти на упрощенку для рядового пользователя. Вот если пользоваться ресурсом как блоггер, тогда конечно о таких нужно я бы сказал больше информации иметь чем телефонный номер как минимум установочные данные 🤷‍♂️",1
9502,Постоянно слетает регистрация на устройстве,1
16031,Сегодня не очень. Не с первого раза загружается,1
10706,Поиск,0
4204,Быстро и просто,3
7312,"мое видео не участвует в поиске, от слова совсем...",1
12583,Правда,0
16192,пипиську и ,0
11940,Качество,0
9731,Новые видео,2
5014,Нет встраиваемого плеера,1
8782,класс,3
4507,Быстро,3
5970,не могу найти пользователя. у которго еще не выложенно видео. но канал есть,1
173,😁,3
595,Очень интересно.,3
91,сами знаете,0
15438,"я не подписана на всех этих людей, ролики которых мне показывают в разделе Подписки ",1
3295,Скорость и безопасность,3
15849,долее детальная статистика,2
8598,"Нахожу всегда  всё, что меня интересует.   Спасибо , ВАМ. Желаю  развиваться  во благо  нам  и вам) Благодарю от души.",3
7301,"много рекламы
",1
15865,Постоянно зависает страница и данные не показывает,1
10215,все,0
11687,"классссссссссссссссссссссссссссссссссссссс
",3
3812,Скорость,0
5016,Дать больше времени на отмену автозагрузки.,1
8770,Норм,2
12623,dct,0
10530,Всё,0
15868,Было бы не плохо в таблице указать какое именно видео сколько раз просмотрено. Спасибо.,2
16167,Скорость загрузки и модерации.,2
9779,Отлично спасибо ,3
765,Все хорошо ,3
5762,"рекомендации ужас. 
Поисковая система ужас- чтобы найти нужно видео нужно потратить минут 10, и то не факт,что найдешь. Все в перемешку. 
Нет структуры, а просто помойка
",1
7727,"В приложении для ТВ нельзя автоматически переходить к следующему выпуску сезона (в данном случае Битва Экстрасенсов), нельзя найти конкретный сезон и серию, все перемешано. В десктопной версии с этим все нормально, вроде бы.",1
14173,Чтоб не зависал,1
16287,поставить тёмную тему,2
13875,"Отвратительное качество проигрывания, постоянно тормозит, это ужас....",1
145,Сделать проще,1
4739,Быстрота,3
15757,"Лично мне достаточно и этого, но кому-то может быть интересна в основном графике статистика стран,  регионов и городов в процентах среди просмотров. Например, наводишь курсор на график, после чего на точке отображается(в небольшом окне) количество и проценты с городов или стран просмотров. Кому-то может быть интересен во всплывающем окне при наведении на график возраст и пол зрителей, которые чаще смотрят, что бы корректировать контент под аудиторию. Можно даже ниже для профиля сделать настройку, того что будет отображаться во всплывающем окне при наведении на график курсора.",1
12454,Отличное ,3
13095,Отлично!,3
8307,Оол,0
9398,Все время вылетает из профиля ,1
6162,"Ни мой канал, ни мои видео не появляются в поиске. просмотры стоят на нуле. Позор рутубу",1
1619,Все хорошо ,3
9181,быстрее модерировать,1
16048,"в плэйлист хочется видео сразу добавлять, во время загрузки",2
10470,Связь с сервером постоянно теряется.,1
9735,качество,0
639,Как вывести на телевизор 📺?,2
6636,Не нашла! ,1
5318,Меньше рекламы,1
4242,Удобство и быстрота,3
15421,It is reporting error on the home page,0
12048,Качество ,0
6224,удалите нахуй этот ебаный рутуб,1
6780,poisk russkih slov na latyni,0
10227,Качество,0
3718,Быстрота!! ,3
494,lento,0
1886,скорость,0
3424,скорость,0
4735,Все,0
5325,Убрать рекламу ,1
2094,"Классно
",3
11236,Возможность платного аккаунта без рекламы,2
5566,не понятно что выдает,2
5058,Все още немога да преценя,3
1762,Nice❤️,0
12376,больше ирформации,1
6039,Сериалы не доступны!,1
8619,"Все классно, все нравиться ",3
16480,скорость,0
3782,Gh,0
7320,797979797,0
1971,быстрота и простота,3
4725,быстро просто удобно!,3
2040,все нормально,2
6465,гавно,1
11936,Качество ,0
8436,Ок все,2
16502,Скорость,0
13544,впн пропал и узнал о рутюб и перешел ,1
16129,Загрузка норм,2
2154,ВСЁ,0
1081,"Все удобно, спасибо.",3
14587,Доходчиво!,0
7552,все,0
5653,поисковую систему,2
6669,"При попытке найти то что мне нужно, сайт выдаёт совершенно другое, к сожалению. Возникает вопрос, то ли это такой поисковик на RUTUBE то ли на сайте слишком мало информации, для такого сайта как RUTUBE.",1
9007,👍🏿,3
13425,(((,0
5900,НЕ ГРУЗИТ НИЧО,1
5504,Ничего не нашёл ,1
4482,"Битва сильнейших
",0
11925,Все чётко и понятно,3
3728,Супер!,3
15801,дизайн,0
5906,хуй что найдешь,1
10160,"До хуйа рекламы, псы",1
878,Меньше заморочек,1
3013,Super!,0
8131,"Не хватает отдельного архива старых передач, программ, фильмов и т. д. которые как бы есть но их мало кто смотрит или вообще не смотрят. Для ссылок на историю тех или иных событий. По моему полезная весчь :) ",1
3834,Оперативность.,0
7282,всё,0
135,Не грузит видел,1
12276,супер сайт всегда находишь то что ищешь ,3
3628,быстро,3
4977,Класс,3
1675,Быстрая и легкая регистрация,3
9003,Доступность .,0
9719,Зачем каждый раз заходить на тв в свой аккаунт?,2
7945,Ассортимент результата поиска,2
9195,оформление,0
5326,мешает фильму,0
6552,Тнт говно армянская помойка ваш ютуб тоже кал одна реклама,1
16544,Добавить возможность расширения окна описания при загрузке видео. (очень узкое),1
9452,"Код с телевизора не вводится ! Неверный код пишет уже три раза. На телевизоре - выйти из аккаунта. И так по 
кругу.
 При написании текста не видно.
",1
13471,хороший звук,3
4473,спс,3
5195,нормально,2
9416,"Почему я постоянно вылетаю из профиля на телеке? Я заебался каждый раз привязывать устройство. Пожалуйста, обратите внимание на эту проблему!!!",1
13778,Очень старые ролики в новостной теме. Никуда не годится. В новостях играет роль каждый час.,1
2401,Отлично,3
876,в,0
9298,Л,0
1130,Скорость,0
10617,тематику,0
10365,Вы,0
1752,Легкая регистрация,3
4646,простота,3
12123,"почти без рекламы
",2
11066,стабильность связи,2
16561,Пока не разобрался в этой кухне. Но на первый взгляд нормально всё.,2
1579,направление кода,2
16307,простота при публикации и скорость обработки файлов,3
5915,"Добавлять реальные фильмы, а не ролики по 30 секунд 😡",1
2096,Быстро и понятно,3
5695,Жуевый поиск.,1
2826,Спасибо!!!,3
3065,быстро,3
11553,Мне лично всё нравиться,3
1115,Пока нечего,2
2,Видео  нет,1
8503,Всё ,0
5194,Качество,0
2300,скорость,0
15443,"НУ ОЧЕНЬ МНОГО ЛИШНЕГО ???
",1
8522,класс,3
4199,Все,0
11614,Ок,2
13190,!,0
3881,Всё отлично,3
12575,То что он (rutube) есть. Как альтернатива youtube. Ресурс надо развивать.,2
14400,содержание люди),0
13707,"Серии так себе

",0
11602,Улучшилась скорость потока,1
10246,Звук нестабилен.,1
10149,"все. перестал проигрывать видео в firefox на centos. кошмар
",1
12936,Все. Модерацию,2
14740,Харош,0
15485,"рутуб ,это не ютуб(((",1
9153,глючит запуск прямых трансляций ,1
9314,пародия на ютуб все то же самое только хуже,1
190,Очень долго! ,1
15402,"Не могу найти историю просмотров.
",1
9012,Быстро находит запрашиваемое.,3
15736,Студию,0
11565,нет рекламы,3
10069,добавьте функцию коротких видео,1
11202,"Добавьте возможность переключать битрейт!
",1
5373,заебала реклама1!!!!!!,1
12685,Всё,0
9817,все понятно,3
6330,ГОВНО!!!!,1
6089,"сегодня ночью по рен тв была передача про историю Америки через лотерею. Поможете найти?
",2
11554,Мало рекламы ,3
10601,ВСЁ,0
9134,"долгая загрузка , кривая модерация , монетизация только в РФ",1
7242,все,0
15951,"Мне нравится всё. Отличная площадка, быстрая помощь поддержки. Спасибо.",3
8774,Скорость ,0
13779,Виснет,1
7687,Немного храмает корректность поиска.,1
16316,"Быстро, понятно.",3
2091,Автор ,0
858,Подтверждение при регистрации.Бутьде внимательнее.,2
14279,ХОРОШИЕ КАЧЕСТВО,3
2915,🙏,0
12457,"всё
",0
10897,рекомендации роликов,2
5154,Улучшать вроде нечего,1
4996,Много рекламы ,1
15752,все ок,2
3150," Скорость
",0
6702,говно,1
8434,"8989898788888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888
",0
2508,Супер,3
7013,Туго,1
9141,"Добавить теги, за просмотры, плюшки авторам в виде рекламы",1
7409,"Ввожу конкретный сезон, а получаю по запросу самые последние и популярные серии",1
5143,Фон,0
1126,Так себе. ,1
6675,Поиск передач он-лайн,2
14038,Качество ,0
9015,Легко све можно найти,3
3343,Супер 👍 👍 👍 ,3
5799,у конкурентов лучше,1
7453,"Гавно поиск, одна конченая реклама",1
9108,bystryi poisk,0
2355,Всё ,0
2148,"Всё
",0
5277,"одна рекламма говно
",1
2597,Все,0
845,Безопасность входа.,2
142,Яндекс почту,1
15538,пока не знаю.,2
8229,Предложили по запросу подходящее и загрузилось отлично,3
13166,Доступность,0
5137,"Убрать вылеты при нажатии на кнопку ""Пауза"".",1
15150,Реклама,0
5534,Все !!!!,0
2846,все,0
16519,Улучшить нужно рекомендации и поддержку молодых каналов,1
1932,Быстро,3
9349,"Доброе время суток, 
раздел то пойдёт, но приходится очень часто заходить в ""мои устройства"" и заново, в тысячный раз, подключать телевизор. Очень прошу устранить проблему с разлогином на телевизоре. ОЧЕНЬ часто приходится заходить заново в профиль. НАДОЕЛО!!! 
Спасибо ",1
16290,"время загрузки, написание тегов для лучшего поиска",2
8829,кулинария,0
10690,продвигать рутуб,1
7957,нет последних видео,1
4484,Скорость,0
14955,полиглот,0
8057,больше функций,1
15654,всё,0
13021,#теги,0
10424,"добавить короткие ролики по примеру ""Shorts"".",1
9149,плохо грузит файлы,1
9310,помойка,1
7872,Почему стоит трансляция закончилась,2
6738,Добавьте возможность мышкой начать поиск в строке поиска,1
2398,Bcе быстро,3
2234,Норм,2
9331,лоло,0
16102,Ошибка загрузки при обрыве интернета. Хотелось бы более стабильной работы,1
11464,"Быстро нашла нужный материал и в полном объеме, рекламы вставлены корректно и не раздражают.",3
234,где большой экран,2
5171,"Автоматическое воспроизведение чтобы постоянно работало, а не зависало после второго запуска.",1
13800,Лживые ссылки,1
1286,jbug,0
15670,все,0
2003,лучшая программа!! прям влюбляюсь,3
3428,Быстро,3
5632,нету скорой помощи!!!!!!!,1
11892,"Растёт, развивается, поддерживаю наших! ",3
5926,🫡,0
5028,пока не разобрался только начал смотреть.,2
986,"дальше больше
",2
7388,"Извините за мат на хуйня полная
",1
2059,Все,0
15029,пропаганда,0
745,хорошо,3
11363,Битва,0
1839,"Прекрасный добрый светлый осенний праздник, дети и все участники молодцы 💐🙏🥰",0
4374,Мне понравилось всё 😊и кто спросил таму привет ,3
4202,Очень быстро ,3
9611,Глупость по регистрации аккаунта ,1
11820,1,0
6264,поиск по контекстным словам,2
4534,"Быстро,без проблем,просто.",3
14551,ОК!!!!!!!!!!!!,2
10469,"Навигация ниже ""0""",1
5818,"давать передачи, начиная с последних!!!! ничего нельзя найти в вашем бардаке!!!
",1
10296,висит постоянно,1
7318,"Не могу найти , т",1
6877,"Очень мало музыки, Концертов",1
1990,быстро,3
14285,100,0
2857,Скорость и простота,3
3852,Nice video,0
2948,зарегистрировалась очень быстро,3
4530,все,0
7591,Поиск,0
2446,"Быстро ,четко",3
680,Не плохо,2
5333,подвисает ,1
8387,Не ожидал ,2
7658,"Всë!!!!! Убрать всплывающие окна, искать по заданным параметрам, а не как попало!!!",1
3188,быстро и четко,3
